"Data","Sex","method","cod","result"
"BR1","m","BH2","3104",1.09202936890797
"BR1","m","BH2","3105",0.996960622068604
"BR1","m","BH2","3106",1.02170647782962
"BR1","m","BH2","3107",1.05536143396815
"BR1","m","BH2","3108",1.0214429271238
"BR1","m","BH2","3109",0.979153762269683
"BR1","m","BH2","3110",0.942088873107992
"BR1","m","BH2","3111",1.01000135668407
"BR1","m","BH2","3112",0.997623513656079
"BR1","m","BH2","3201",1.04616981781779
"BR1","m","BH2","3202",0.875974687025506
"BR1","m","BH2","3203",0.914681032188301
"BR1","m","BH2","3204",0.954116213778793
"BR1","m","BH2","3301",0.922488538272018
"BR1","m","BH2","3302",0.988298076919081
"BR1","m","BH2","3303",0.939095225160526
"BR1","m","BH2","3304",0.920956638566621
"BR1","m","BH2","3305",1.17442406209775
